IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
121.183.17.222,36966,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,404,3.13
121.179.68.136,38043,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,405,3.11
121.162.197.175,39904,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,392,3.11
210.204.133.179,38080,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,436,3.09
211.46.225.120,38113,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,474,3.09
175.214.207.117,36908,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,371,3.09
59.17.109.133,39677,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,415,3.08
61.73.152.230,39252,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,446,3.07
220.70.148.228,39696,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,423,3.00
45.66.131.11,54544,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,551,2.99
222.116.29.213,37309,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,508,2.97
123.111.198.83,38626,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,374,2.95
210.204.129.145,37799,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,443,2.94
59.17.109.133,39939,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,434,2.92
59.22.44.19,36974,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,369,2.91
183.100.34.122,36090,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,405,2.86
221.140.114.167,38872,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,356,2.86
175.198.127.166,38653,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,646,2.82
121.143.32.85,36854,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,393,2.82
211.42.210.76,38283,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,420,2.82
59.31.73.84,39932,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,708,2.80
222.114.183.132,38080,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,420,2.79
211.54.97.135,36098,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,393,2.77
182.225.8.184,38551,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,481,2.77
141.98.197.103,55271,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,562,2.76
121.175.54.166,39942,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,392,2.75
59.31.73.84,39042,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,668,2.72
59.31.73.84,36291,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,683,2.72
182.210.222.7,39985,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,423,2.69
118.42.241.216,37886,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,423,2.66
103.150.8.236,36704,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,554,2.66
220.134.160.237,39757,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,468,2.58
175.208.38.8,36246,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,401,2.48
175.193.62.86,37802,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,708,2.48
14.56.204.123,38499,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,634,2.47
211.224.253.170,38023,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,426,2.47
122.118.192.102,37843,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,352,2.45
59.31.73.84,37297,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,666,2.36
122.254.159.183,36495,TRUE,ICN,KR,Asia Pacific,Seoul,17857,SK Broadband Co Ltd,422,2.36
118.37.148.82,39195,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,682,2.33
121.148.98.176,37927,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,674,2.32
59.31.73.84,37400,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,713,2.32
45.66.217.121,59597,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,618,2.30
118.37.148.82,39627,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,730,2.30
14.33.7.164,39297,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,692,2.27
59.31.73.84,38440,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,726,2.25
126.114.195.197,36831,TRUE,NRT,JP,Asia Pacific,Tokyo,17676,SoftBank Corp.,267,2.24
122.35.111.172,38054,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,391,2.23
221.144.162.10,37197,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,726,2.23
121.128.241.253,38238,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,672,2.22
221.147.85.243,39786,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,714,2.22
14.33.7.164,36688,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,666,2.22
221.150.179.31,37842,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,714,2.21
221.147.85.243,37408,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,776,2.20
220.120.117.45,36780,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,753,2.16
112.187.143.178,38369,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,718,2.15
221.150.179.31,36702,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,804,2.15
121.155.35.114,39099,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,476,2.13
112.185.115.168,37330,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,668,2.13
112.168.91.60,38220,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,807,2.13
121.155.35.114,37853,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,473,2.11
14.37.253.56,39282,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,733,2.11
175.193.62.86,39852,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,766,2.10
112.184.184.161,36204,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,652,2.10
175.198.127.166,37515,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,700,2.09
220.77.200.72,36903,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,725,2.09
112.164.48.155,37522,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,708,2.08
175.193.62.86,38408,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,690,2.07
221.150.179.31,36322,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,691,2.07
210.222.133.55,37725,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,688,2.06
115.91.95.202,36576,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,386,2.04
119.192.23.50,37094,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,747,2.04
175.198.127.166,38445,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,673,2.04
211.231.136.72,37673,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,671,2.04
59.11.149.84,38706,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,656,2.02
59.11.149.84,39366,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,659,2.01
210.222.89.200,39146,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,700,2.00
221.144.162.10,36188,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,724,1.98
211.224.253.170,38684,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,416,1.97
112.170.224.145,37438,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,769,1.96
180.224.71.123,36213,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,419,1.96
14.53.189.169,38333,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,756,1.96
211.199.177.198,39578,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,659,1.95
175.194.208.17,38765,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,663,1.94
14.38.25.11,36805,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,659,1.94
119.192.23.50,38726,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,728,1.94
112.184.9.147,38564,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,702,1.94
59.13.113.190,36776,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,662,1.93
119.199.216.17,39558,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,776,1.93
175.193.62.86,39466,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,653,1.93
222.121.61.109,39842,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,758,1.92
59.25.134.26,39130,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,692,1.91
59.24.250.133,38978,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,767,1.89
126.114.195.197,38894,TRUE,NRT,JP,Asia Pacific,Tokyo,17676,SoftBank Corp.,289,1.89
175.199.66.14,38471,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,668,1.88
119.193.241.25,37201,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,738,1.88
221.149.111.12,37991,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,702,1.85
182.224.50.51,36818,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,407,1.84
221.149.111.12,37801,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,695,1.84
119.193.241.25,37533,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,746,1.83
220.121.7.77,37571,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,729,1.83
118.33.151.21,37941,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,685,1.83
118.34.219.138,38621,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,677,1.81
14.56.91.41,39109,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,661,1.81
122.35.111.172,38716,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,467,1.74
106.252.227.66,39178,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,397,1.74
220.121.7.77,37812,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,715,1.72
112.165.102.109,39161,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,703,1.70
60.250.202.116,39177,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,368,1.58
121.151.14.14,37576,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,628,1.56
59.15.148.150,39912,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,667,1.53
59.11.149.84,39924,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,736,1.51
211.196.128.159,39223,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,793,1.50
112.186.47.116,39547,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,644,1.49
211.199.12.139,39660,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,658,1.47
118.35.78.217,38662,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,626,1.45
59.11.149.84,39297,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,729,1.41
112.219.136.229,36413,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,390,1.40
195.245.242.232,53942,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,656,1.40
14.33.7.164,39116,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,659,1.32
121.134.192.125,38056,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,730,1.32
118.222.219.124,37106,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,349,1.25
147.78.247.110,50013,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,647,1.23
183.105.100.125,36169,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,397,1.21
121.127.67.102,37762,TRUE,KIX,JP,Asia Pacific,Osaka,9756,SK Broadband Co Ltd,543,1.20
45.66.128.148,51973,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,562,1.17
112.185.115.168,38551,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,795,1.16
112.158.225.51,38040,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,421,1.16
147.78.243.164,57391,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,530,1.11
180.224.71.123,36869,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,407,1.07
114.33.231.164,37715,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,488,1.03
114.33.231.164,38106,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,484,0.99
59.24.92.220,36460,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,326,0.94
1.11.219.45,37929,TRUE,ICN,KR,Asia Pacific,Seoul,17839,LG HelloVision Corp.,363,0.91
211.63.50.135,36567,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,407,0.91
122.45.88.148,37891,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,537,0.90
211.63.50.135,38729,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,451,0.90
211.63.50.135,39181,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,418,0.90
61.23.131.206,38937,TRUE,NRT,JP,Asia Pacific,Tokyo,9824,"JCOM Co., Ltd.",476,0.88
211.63.50.135,37961,TRUE,NRT,JP,Asia Pacific,Tokyo,3786,LG DACOM Corporation,420,0.87
180.182.152.52,36450,TRUE,ICN,KR,Asia Pacific,Seoul,17839,LG HelloVision Corp.,354,0.87
61.23.131.206,39006,TRUE,NRT,JP,Asia Pacific,Tokyo,9824,"JCOM Co., Ltd.",434,0.86
61.23.131.206,39846,TRUE,NRT,JP,Asia Pacific,Tokyo,9824,"JCOM Co., Ltd.",469,0.86
175.193.62.86,39854,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,659,0.84
125.189.2.86,36517,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,474,0.84
61.23.131.206,38019,TRUE,NRT,JP,Asia Pacific,Tokyo,9824,"JCOM Co., Ltd.",439,0.83
49.246.23.169,36243,TRUE,KIX,JP,Asia Pacific,Osaka,10054,CMB Kwangju Broadcasting,630,0.82
175.193.62.86,39498,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,655,0.80
123.111.77.9,36493,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,321,0.70
14.38.25.173,37802,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,714,0.67
14.38.25.173,36361,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,704,0.61
147.78.247.110,50011,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,584,0.60
36.232.210.217,37209,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,447,0.58
36.232.210.217,36125,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,413,0.58
36.232.210.217,36522,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,386,0.57
121.149.9.51,37803,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,459,0.57
36.232.210.217,36689,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,382,0.56
36.232.210.217,38775,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,391,0.54
193.111.31.83,37294,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,578,0.54
103.232.213.141,57029,TRUE,NRT,JP,Asia Pacific,Tokyo,61112,AKILE LTD,387,0.53
36.232.210.217,37258,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,394,0.52
45.14.106.145,50987,TRUE,KIX,JP,Asia Pacific,Osaka,4785,xTom,914,0.41
122.199.120.2,37628,TRUE,ICN,KR,Asia Pacific,Seoul,9981,Saero Network Service LTD,318,0.41
168.138.213.1,50009,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,692,0.40
203.152.171.250,36167,TRUE,ICN,KR,Asia Pacific,Seoul,10036,DLIVE,307,0.39
122.199.120.2,39606,TRUE,ICN,KR,Asia Pacific,Seoul,9981,Saero Network Service LTD,359,0.37
168.138.194.22,40688,TRUE,HKG,HK,Asia Pacific,Hong Kong,31898,ORACLE-BMC-31898,557,0.36
138.3.215.231,44784,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,702,0.32
36.39.115.188,38993,TRUE,ICN,KR,Asia Pacific,Seoul,17839,LG HelloVision Corp.,382,0.30
144.24.83.175,41928,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,587,0.30
62.106.70.27,46918,TRUE,NRT,JP,Asia Pacific,Tokyo,3258,xTom Pty Ltd,607,0.28
220.79.50.104,38563,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,731,0.27
124.50.116.202,37540,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,439,0.21
124.50.116.202,36831,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,405,0.21
218.154.185.221,39858,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,959,0.20
36.229.217.180,37185,TRUE,NRT,JP,Asia Pacific,Tokyo,3462,Data Communication Business Group,441,0.20
218.154.185.221,39434,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,974,0.18
146.56.47.34,61153,TRUE,HKG,HK,Asia Pacific,Hong Kong,31898,ORACLE-BMC-31898,337,0.14
152.69.205.37,54322,TRUE,NRT,JP,Asia Pacific,Tokyo,31898,ORACLE-BMC-31898,369,0.08
182.217.172.166,38439,TRUE,NRT,JP,Asia Pacific,Tokyo,17858,LG POWERCOMM,594,0.05
125.135.186.138,38512,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,600,0.05
125.135.186.138,37064,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,657,0.05
125.135.186.138,36921,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,648,0.05
125.135.186.138,39623,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,606,0.05
125.135.186.138,37439,TRUE,NRT,JP,Asia Pacific,Tokyo,4766,Korea Telecom,598,0.05
138.2.12.10,45805,TRUE,HKG,HK,Asia Pacific,Hong Kong,31898,ORACLE-BMC-31898,536,0.04
