IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
8.222.153.11,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",284,19.36
154.197.121.98,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,613,19.33
154.197.121.90,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,653,19.11
154.197.121.27,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,636,18.85
154.197.121.95,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,639,18.83
8.222.154.227,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",279,18.61
8.222.131.102,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",275,18.55
47.236.4.129,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",481,18.45
47.236.87.206,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",341,18.21
158.178.242.56,8443,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,760,18.09
138.2.88.252,51011,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,299,17.93
154.197.121.7,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,615,17.92
8.222.154.50,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",448,17.90
154.197.121.94,8443,TRUE,SEA,US,North America,Seattle,328608,Africa-on-Cloud-AS,616,17.87
47.128.253.66,8443,TRUE,SIN,SG,Asia Pacific,Singapore,16509,AMAZON-02,281,17.81
8.219.103.57,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",407,17.79
8.219.122.55,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",263,17.71
8.222.229.22,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",271,17.67
47.236.123.133,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",521,17.58
158.224.81.1,8443,TRUE,LHR,GB,Europe,London,26585,SIAC-SFTI,767,17.56
158.178.242.5,8443,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,269,17.46
8.222.150.197,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",409,17.36
158.178.242.5,8443,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,329,17.24
8.222.129.245,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",261,17.12
47.236.83.239,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",326,17.08
154.197.121.28,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,633,16.84
213.35.98.197,8443,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,734,16.78
47.236.116.182,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",353,16.77
154.197.121.85,8443,TRUE,LAX,US,North America,Los Angeles,328608,Africa-on-Cloud-AS,601,16.69
8.222.144.219,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",265,16.69
47.236.94.109,8443,TRUE,SIN,SG,Asia Pacific,Singapore,45102,"Alibaba US Technology Co., Ltd.",515,16.65
129.150.36.57,29499,TRUE,SIN,SG,Asia Pacific,Singapore,31898,ORACLE-BMC-31898,399,16.64
