IP地址,端口,TLS,数据中心,国家,地区,城市,ASN,ORG,延迟(ms),速度(MB/s)
222.116.40.5,39901,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,358,5.60
211.210.72.224,39944,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,349,5.58
132.226.21.147,56975,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,205,5.58
221.162.188.134,39880,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,309,5.57
218.152.203.24,39859,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,303,5.56
220.84.131.183,39911,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,342,5.55
218.155.141.54,50023,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,299,5.53
211.198.86.60,39887,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,396,5.52
1.220.146.22,50011,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,332,5.50
183.104.90.133,39862,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,298,5.49
175.202.134.144,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,323,5.48
121.166.226.161,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,320,5.48
211.229.104.4,39867,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,308,5.47
58.230.12.228,39958,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,403,5.46
112.161.83.33,39951,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,294,5.46
59.2.231.161,39911,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,386,5.45
211.63.33.138,39847,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,319,5.44
221.153.42.212,39968,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,323,5.44
175.206.19.87,39897,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,336,5.42
182.230.121.50,50030,TRUE,ICN,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,313,5.42
219.250.207.217,39885,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,285,5.41
121.170.103.123,39923,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,320,5.39
221.166.138.250,50034,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,308,5.37
220.87.237.210,39896,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,5.36
183.97.164.92,50029,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,305,5.36
59.25.237.229,39913,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,292,5.35
114.30.211.236,50030,TRUE,ICN,KR,Asia Pacific,Seoul,38121,LG HelloVision Corp.,322,5.35
118.216.16.203,39881,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,306,5.33
1.215.194.42,50027,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,299,5.33
221.166.156.189,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,5.33
14.39.202.169,39994,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,338,5.33
61.40.175.198,50034,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,317,5.32
183.107.11.144,39857,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,5.32
220.78.4.3,39914,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,298,5.31
210.183.35.135,39914,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,288,5.30
118.35.213.199,39953,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,301,5.30
118.41.163.140,39883,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,315,5.30
115.88.75.154,50026,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,309,5.30
221.160.205.130,39908,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,311,5.29
221.160.48.21,39888,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,297,5.29
118.44.107.103,50034,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,304,5.28
115.88.27.28,39971,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,320,5.27
121.172.26.67,39917,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,289,5.25
115.20.196.36,50039,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,330,5.24
115.20.185.104,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,307,5.23
211.196.12.95,39960,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,304,5.23
121.168.90.204,39882,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,316,5.21
49.161.100.250,50027,TRUE,ICN,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,316,5.21
59.3.100.176,50028,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,309,5.21
211.193.89.19,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,309,5.21
218.148.205.203,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,306,5.20
221.153.24.11,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,359,5.20
175.206.19.87,39986,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,308,5.20
61.80.160.212,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,371,5.19
121.172.26.67,39969,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,362,5.19
175.195.224.108,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,292,5.18
222.100.127.166,50036,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,337,5.17
211.105.215.226,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,303,5.17
14.33.94.139,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,293,5.17
221.149.111.12,39984,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,282,5.16
1.221.180.155,50036,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,348,5.16
121.152.149.168,50025,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,333,5.15
222.238.210.73,39857,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,395,5.15
121.191.57.253,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,318,5.15
146.56.139.40,45139,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,636,5.14
119.206.242.174,50034,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,307,5.13
121.125.111.248,50030,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,269,5.13
61.83.171.47,50029,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,317,5.13
220.82.203.172,39853,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,321,5.13
222.119.247.187,39864,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,306,5.12
220.122.69.165,39863,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,318,5.12
45.93.28.195,41798,TRUE,ICN,KR,Asia Pacific,Seoul,138195,MOACK.Co.LTD,238,5.12
39.122.170.216,50031,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,317,5.12
112.186.215.76,39887,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,326,5.09
115.22.114.174,39964,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,334,5.09
222.119.247.187,39914,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,5.08
119.197.146.219,39893,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,503,5.08
210.103.11.179,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,367,5.08
220.119.170.222,50029,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,303,5.06
14.47.149.140,39956,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,294,5.06
221.156.75.219,39927,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,323,5.04
222.98.171.193,39855,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,284,5.04
220.118.249.169,39846,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,5.03
175.212.100.88,39975,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,323,5.03
59.2.231.161,39883,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,404,5.02
61.76.122.204,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,310,5.02
218.147.208.141,50028,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,286,5.01
221.159.203.188,39936,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,340,5.01
118.131.115.3,50026,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,316,5.00
211.227.68.139,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,310,5.00
59.7.41.44,39850,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,4.98
118.34.182.50,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,296,4.97
58.141.91.212,50034,TRUE,ICN,KR,Asia Pacific,Seoul,7562,HCN Dongjak,270,4.97
175.208.162.19,39893,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,281,4.96
211.248.30.42,39921,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,341,4.96
125.128.128.145,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,318,4.94
116.34.54.43,50027,TRUE,ICN,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,322,4.94
1.220.146.22,45018,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,317,4.92
112.160.218.67,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,315,4.92
106.251.244.62,50037,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,316,4.91
152.69.224.133,50000,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,448,4.90
218.155.164.163,39871,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,290,4.90
59.3.2.194,50030,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,332,4.89
106.249.142.204,50025,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,341,4.87
121.177.79.245,39961,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,321,4.87
152.67.214.99,42137,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,670,4.87
121.129.138.251,39876,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,306,4.87
119.202.221.107,39890,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,341,4.86
210.97.101.158,39894,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,328,4.85
221.164.193.135,50025,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,306,4.85
220.84.131.183,39842,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,298,4.85
112.161.83.33,39944,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,313,4.83
121.132.169.33,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,4.81
218.147.208.141,50037,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,368,4.79
114.206.79.210,50035,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,351,4.79
119.204.152.47,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,336,4.78
218.147.188.8,50040,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,321,4.78
121.149.222.38,39962,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,337,4.77
146.56.166.59,46060,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,639,4.77
59.2.231.161,39957,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,4.76
175.197.114.39,50039,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,296,4.76
1.252.178.75,39852,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,362,4.76
106.248.211.16,50032,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,361,4.74
118.41.7.140,50036,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,306,4.73
211.63.33.138,39997,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,311,4.73
218.154.22.99,50037,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,308,4.72
61.77.34.212,39946,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,338,4.72
61.77.216.8,39881,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,316,4.72
222.108.252.112,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,336,4.71
121.66.67.165,50027,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,279,4.70
124.54.210.132,50034,TRUE,ICN,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,319,4.70
210.87.202.245,52646,TRUE,ICN,KR,Asia Pacific,Seoul,138195,MOACK.Co.LTD,292,4.68
121.171.165.43,39926,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,304,4.67
221.157.0.159,39937,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,315,4.67
183.108.184.228,39991,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,331,4.67
121.168.236.190,45014,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,291,4.66
211.35.140.71,50030,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,320,4.65
203.232.127.206,39991,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,312,4.65
175.127.75.125,50027,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,331,4.64
1.252.20.134,50035,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,349,4.64
119.194.230.206,39984,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,404,4.63
121.165.251.66,39890,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,313,4.63
222.119.227.244,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,4.62
58.74.214.253,50030,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,332,4.62
111.65.150.65,50029,TRUE,ICN,KR,Asia Pacific,Seoul,17573,SK Broadband Co Ltd,357,4.61
125.135.0.251,50030,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,316,4.61
121.168.249.124,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,286,4.61
211.218.83.2,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,325,4.60
112.170.85.11,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,325,4.60
220.80.74.129,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,331,4.60
115.90.2.220,50034,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,297,4.59
218.155.235.187,39963,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,303,4.59
175.195.135.5,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,310,4.59
125.143.17.8,39866,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,293,4.57
59.13.222.240,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,322,4.56
121.137.42.14,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,393,4.56
121.145.236.5,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,308,4.56
112.163.230.70,39928,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,315,4.55
221.153.146.172,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,304,4.55
49.169.46.70,50028,TRUE,ICN,KR,Asia Pacific,Seoul,17858,LG POWERCOMM,305,4.54
14.46.213.93,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,397,4.53
14.48.170.40,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,300,4.52
39.121.245.217,50027,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,324,4.52
118.41.163.140,39900,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,382,4.51
211.42.255.79,50030,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,328,4.50
125.143.46.209,39967,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,290,4.50
111.65.150.65,50025,TRUE,ICN,KR,Asia Pacific,Seoul,17573,SK Broadband Co Ltd,371,4.49
14.42.204.132,50036,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,342,4.49
1.222.17.187,50021,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,371,4.48
220.70.127.239,50028,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,347,4.47
59.1.165.195,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,292,4.47
121.149.121.176,39952,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,332,4.47
183.99.227.253,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,297,4.47
211.192.158.219,39886,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,4.47
59.13.89.26,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,318,4.46
175.195.224.108,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,285,4.46
1.255.181.62,39893,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,333,4.44
118.45.146.235,39845,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,292,4.44
222.108.94.228,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,328,4.44
119.207.134.107,50020,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,384,4.43
183.99.29.82,39937,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,329,4.42
222.100.183.160,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,316,4.42
106.242.221.130,50027,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,308,4.41
218.146.110.169,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,291,4.41
121.136.176.84,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,4.41
175.215.47.41,50026,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,391,4.40
59.2.8.71,50028,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,287,4.40
221.162.188.134,39965,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,299,4.39
121.175.54.166,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,303,4.39
1.221.145.228,50024,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,338,4.38
175.201.127.138,39950,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,307,4.38
146.56.106.51,56271,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,380,4.36
1.221.180.155,50025,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,338,4.36
61.85.189.73,39894,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,328,4.35
221.149.111.12,39968,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,347,4.34
220.119.170.222,50042,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,354,4.34
121.170.103.123,39845,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,317,4.33
152.70.234.249,55348,TRUE,ICN,KR,Asia Pacific,Seoul,31898,ORACLE-BMC-31898,248,4.32
182.161.162.122,45007,TRUE,ICN,KR,Asia Pacific,Seoul,45361,Ulsan Jung-Ang Broadcasting Network,336,4.32
14.43.154.90,50025,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,320,4.32
119.207.114.52,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,292,4.32
112.167.218.235,39943,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,367,4.31
118.33.187.241,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,334,4.31
1.214.208.5,50034,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,357,4.30
222.113.39.207,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,305,4.30
211.59.29.184,50027,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,288,4.30
115.93.93.90,50036,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,336,4.29
59.8.21.190,50025,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,374,4.27
59.12.221.121,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,329,4.26
59.6.120.199,50034,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,396,4.25
211.42.210.76,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,305,4.25
61.254.22.254,50032,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,301,4.23
27.126.33.65,50025,TRUE,ICN,KR,Asia Pacific,Seoul,38133,CMB,341,4.23
121.128.146.39,50038,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,288,4.22
14.33.156.122,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,295,4.22
211.203.134.213,50037,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,326,4.22
221.149.111.12,39924,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,300,4.22
61.79.203.73,50025,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,335,4.21
175.206.175.186,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,312,4.21
211.251.3.145,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,345,4.21
112.164.217.172,39917,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,347,4.20
112.185.11.90,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,4.20
61.80.181.51,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,284,4.20
121.159.24.4,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,305,4.19
59.13.243.183,39995,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,313,4.19
220.70.127.2,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,326,4.19
220.127.119.214,50032,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,327,4.18
121.163.219.50,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,304,4.18
115.93.169.180,50025,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,311,4.16
211.222.214.171,50025,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,299,4.16
106.244.149.195,39907,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,326,4.15
211.222.187.4,39854,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,326,4.15
1.223.109.13,50033,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,360,4.14
183.102.27.103,39904,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,321,4.13
218.147.188.8,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,317,4.13
61.79.242.169,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,334,4.12
210.91.8.234,50029,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,317,4.11
118.130.230.115,50026,TRUE,ICN,KR,Asia Pacific,Seoul,3786,LG DACOM Corporation,342,4.11
220.72.105.119,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,309,4.09
220.125.55.47,45011,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,318,4.09
14.38.90.212,50035,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,322,4.07
119.192.235.87,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,365,4.07
125.132.109.199,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,302,4.07
118.34.248.129,50031,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,271,4.06
211.199.164.195,50027,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,330,4.05
183.103.221.122,50036,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,339,4.04
1.248.163.32,50034,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,341,4.04
210.123.8.151,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,350,4.01
211.250.168.204,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,308,4.00
125.135.123.97,50028,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,322,3.99
1.229.171.195,50034,TRUE,ICN,KR,Asia Pacific,Seoul,9318,SK Broadband Co Ltd,447,3.99
211.197.26.25,39996,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,312,3.98
14.55.47.57,50024,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,323,3.98
222.118.181.165,50026,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,316,3.97
59.9.79.74,50030,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,340,3.97
221.164.129.136,39962,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,306,3.96
14.45.184.163,50026,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,314,3.96
218.149.116.189,50036,TRUE,ICN,KR,Asia Pacific,Seoul,4766,Korea Telecom,338,3.95
